550,0.162903845,0.202567248,0.116140549,0.147255576,0.17143532
1100,0.212035373,0.229203637,0.219044497,0.208564021,0.260506212
1650,0.256513352,0.250265911,0.254983225,0.233319522,0.273361746
2200,0.270719127,0.266962111,0.278812519,0.25841659,0.278229933
2750,0.272701672,0.269402356,0.293126587,0.26436467,0.285372099
3300,0.280296879,0.279688486,0.295508334,0.273411755,0.288788147
3850,0.291368646,0.29489613,0.301069099,0.274453195,0.290530267
4400,0.294796645,0.299738314,0.311925671,0.278212104,0.291556077
4950,0.299594929,0.296357877,0.312490127,0.278789761,0.297447814
5500,0.303951626,0.298327421,0.313013674,0.285227753,0.29928733
6050,0.305207571,0.299683724,0.313744846,0.30067756,0.300231479
6600,0.309287224,0.304676061,0.315764659,0.302783786,0.300503537
7150,0.309861779,0.305010126,0.319318474,0.307252144,0.304148564
7700,0.313575246,0.305957399,0.320054061,0.312341418,0.307151314
8250,0.31364961,0.306447758,0.320804359,0.328237514,0.308097987
8800,0.31584538,0.306447828,0.331730457,0.329788331,0.308656358
9350,0.320111298,0.308276373,0.332051483,0.329987094,0.30928311
9900,0.320434902,0.308526234,0.341600956,0.342094396,0.309310053
10450,0.327353954,0.308878503,0.341634605,0.342874441,0.309337717
11000,0.328966318,0.322617556,0.341938894,0.343414608,0.309897891
11550,0.332108219,0.325630093,0.34631662,0.343338829,0.318795052
12100,0.332896513,0.325643569,0.346521063,0.34339926,0.320104539
12650,0.334095735,0.326361837,0.346563021,0.34348203,0.320161999
13200,0.334584126,0.327201493,0.356193008,0.343645506,0.321530295
13750,0.334640872,0.329025583,0.359251978,0.343652258,0.321876442
14300,0.335545256,0.329124425,0.359889143,0.34424925,0.322055137
14850,0.335916442,0.329187095,0.360010624,0.346041079,0.326777659
15400,0.335942966,0.330067902,0.360053639,0.346291784,0.326849297
15950,0.336033548,0.330203151,0.361391459,0.347810016,0.328762653
16500,0.336031102,0.331516802,0.361527361,0.348074483,0.329395398
17050,0.337057257,0.334163555,0.362726637,0.348727089,0.329671983
17600,0.337356522,0.334529484,0.362938603,0.349205239,0.329848497
18150,0.337531054,0.33478139,0.36294461,0.352860703,0.329878001
18700,0.337635731,0.334803325,0.363110073,0.354146419,0.331608338
19250,0.340077555,0.33619337,0.363509761,0.3597559,0.331771057
19800,0.340303917,0.336296698,0.365154933,0.363768727,0.333574982
20350,0.340730926,0.336320365,0.365817681,0.363792851,0.338810148
20900,0.340748241,0.336560943,0.366159045,0.364368425,0.343799601
21450,0.340771785,0.336736898,0.366481436,0.36427258,0.343887955
22000,0.341130414,0.33687936,0.366524916,0.370329813,0.343900431
22550,0.341426642,0.338243405,0.366736899,0.370565282,0.344627115
23100,0.341605581,0.338344574,0.37063122,0.370566481,0.344700843
23650,0.342650234,0.338481314,0.370953883,0.370605751,0.344704857
24200,0.34272657,0.338990911,0.372096507,0.370694874,0.345190123
24750,0.342934981,0.33918656,0.371737676,0.370696015,0.345374719
25300,0.344017619,0.357377527,0.371898174,0.371383007,0.347337679
25850,0.344124303,0.359013249,0.37196901,0.371383148,0.347361615
26400,0.344340443,0.359314164,0.372135228,0.371411065,0.347407064
26950,0.344464581,0.359314164,0.373644692,0.372266291,0.348932608
27500,0.347778924,0.359383881,0.373644692,0.373143765,0.349284879
28050,0.347932974,0.359509234,0.374180154,0.373234216,0.350116454
28600,0.348182902,0.359533939,0.375307828,0.374368296,0.350161309
29150,0.34822763,0.362219805,0.375331606,0.374446227,0.351376233
29700,0.3483014,0.362317546,0.375434121,0.374446227,0.352133237
30250,0.348364851,0.363025314,0.376083732,0.374821609,0.352332257
30800,0.348310343,0.363310359,0.376073749,0.37485936,0.352564589
31350,0.348329998,0.36334579,0.378709825,0.374889933,0.352844099
31900,0.348339409,0.363414342,0.379026591,0.375752043,0.352844177
32450,0.348401255,0.363560226,0.3819996,0.375858275,0.353010787
33000,0.348521443,0.363801012,0.381962621,0.375872535,0.35430024
33550,0.351512301,0.363935998,0.381998074,0.375996401,0.354214401
34100,0.351549788,0.364335066,0.382165026,0.377666521,0.354469685
34650,0.351618791,0.366701347,0.382166956,0.377692308,0.354528421
35200,0.351693731,0.366713725,0.382219523,0.377753141,0.354531654
35750,0.3517464,0.366713769,0.383859121,0.377779311,0.354536022
36300,0.351755997,0.372055893,0.384138873,0.37780911,0.361121553
36850,0.353746057,0.375458105,0.384143682,0.377868723,0.370260691
37400,0.354179377,0.375701845,0.384344177,0.377868828,0.370273959
37950,0.35524701,0.375791416,0.384454007,0.377876377,0.370422062
38500,0.355265367,0.375792372,0.384468311,0.37787791,0.372300093
39050,0.357297756,0.375841302,0.384489114,0.377872632,0.372417951
39600,0.360212525,0.376383118,0.38448943,0.378348466,0.376544227
40150,0.360474424,0.37656543,0.384790619,0.3786055,0.376511893
40700,0.36050919,0.37656543,0.384829577,0.378616119,0.376511893
41250,0.361252915,0.377880962,0.3853494,0.378616119,0.376514053
41800,0.36157118,0.378838116,0.385358063,0.379113207,0.37747213
42350,0.362760835,0.37915781,0.38539297,0.379114415,0.377616533
42900,0.36281512,0.379183273,0.385409937,0.379190151,0.37810803
43450,0.362816515,0.379691536,0.3854171,0.379316896,0.378242513
44000,0.36368804,0.380030589,0.385489153,0.379428214,0.378244396
44550,0.364615273,0.383178134,0.385520267,0.379413461,0.378210231
45100,0.364703705,0.383190771,0.385526089,0.379413683,0.378502212
45650,0.364784367,0.384302411,0.385571216,0.380415387,0.378764059
46200,0.364814493,0.384299596,0.386879769,0.380421651,0.379038681
46750,0.374782773,0.384369141,0.386882463,0.380744314,0.37908576
47300,0.37565193,0.384387307,0.386890874,0.380751557,0.379139946
47850,0.375653417,0.38439607,0.386891071,0.38105368,0.37915346
48400,0.375665022,0.384436622,0.388297783,0.381079155,0.379159733
48950,0.375854196,0.385156792,0.389040271,0.381083179,0.379174243
49500,0.376312797,0.385164845,0.38907423,0.381103165,0.379178782
50050,0.376592889,0.385180023,0.389296891,0.381164071,0.379184809
50600,0.376600928,0.385359199,0.389296891,0.381377814,0.380134895
51150,0.376602767,0.385480153,0.38947157,0.382958848,0.380157354
51700,0.376667449,0.386168835,0.389490444,0.382961968,0.380025738
52250,0.376759359,0.386217666,0.389498854,0.383105709,0.380040286
52800,0.37873451,0.386260085,0.38950025,0.383105757,0.380040286
53350,0.378741072,0.386255499,0.390684851,0.383121279,0.380436806
53900,0.378798019,0.386255499,0.390761874,0.383132953,0.380522192
54450,0.378800449,0.38681904,0.390850669,0.383216313,0.380566238
55000,0.378855272,0.387324539,0.393349487,0.383258203,0.380728184
55550,0.378944755,0.3873362,0.393530522,0.38326577,0.381070325
56100,0.390879406,0.387450033,0.393530522,0.38326882,0.381138582
56650,0.391087024,0.387957487,0.39353082,0.38334959,0.381138582
57200,0.39139675,0.388554556,0.392629883,0.383590873,0.381325944
57750,0.391497544,0.388902747,0.392689438,0.383598735,0.380874425
58300,0.39150982,0.390120339,0.392770646,0.383622355,0.380712301
58850,0.392007101,0.394717377,0.393257284,0.38381881,0.380903679
59400,0.3924167,0.394717377,0.393267468,0.384209473,0.380970718
59950,0.394955464,0.394717377,0.393947931,0.384338238,0.383749778
60500,0.394963888,0.394725148,0.394062041,0.384368368,0.383749778
61050,0.394974606,0.394725403,0.39406233,0.384628705,0.384900188
61600,0.395336168,0.394733449,0.394177117,0.384686929,0.385016124
62150,0.395337538,0.394751266,0.394302651,0.384771727,0.385094146
62700,0.401534285,0.394799889,0.394307516,0.384772429,0.385108354
63250,0.401565647,0.395115706,0.394395597,0.387115325,0.385120558
63800,0.401567695,0.395301218,0.394395597,0.387271129,0.385120558
64350,0.401590014,0.395168465,0.394395639,0.387271529,0.38524445
64900,0.401591829,0.395219073,0.394417968,0.387307007,0.385666484
65450,0.402090587,0.395438986,0.394417968,0.389115798,0.385698665
66000,0.402417213,0.395439063,0.394419629,0.389748841,0.385698665
66550,0.403435401,0.395818638,0.394558723,0.389727457,0.388757413
67100,0.403948344,0.395848124,0.394595403,0.389956596,0.388758984
67650,0.403907861,0.396128619,0.394596834,0.389962476,0.388764458
68200,0.403968904,0.396128619,0.394929205,0.389963453,0.388764458
68750,0.405475463,0.396653922,0.39494943,0.390099485,0.388763655
69300,0.405475467,0.396712646,0.394954843,0.390100339,0.388775524
69850,0.405474314,0.398366413,0.39512392,0.39017284,0.38878368
70400,0.405520975,0.398366413,0.395244506,0.390174649,0.388786793
70950,0.405527255,0.398490246,0.395244506,0.390766777,0.389067817
71500,0.405972351,0.398490246,0.395244506,0.390875174,0.394898868
72050,0.406041282,0.398560443,0.395551361,0.390875465,0.39509216
72600,0.406048448,0.398561334,0.395884905,0.390988483,0.395145956
73150,0.406054095,0.399854642,0.397965959,0.390990963,0.39572728
73700,0.406168522,0.399859292,0.397965959,0.391017283,0.395728659
74250,0.406277587,0.400967589,0.397966469,0.391775229,0.395733904
74800,0.406313405,0.400967589,0.397966913,0.391775229,0.39574701
75350,0.407847057,0.403111662,0.397992989,0.391822471,0.395942013
75900,0.407847057,0.403129993,0.398015603,0.391850666,0.396001419
76450,0.408092249,0.403255702,0.398572438,0.391850666,0.396001566
77000,0.408101289,0.402568349,0.398644471,0.391850666,0.396004356
77550,0.408197809,0.403349089,0.400283459,0.391861877,0.396020473
78100,0.408240974,0.405410823,0.400418854,0.393657704,0.396020555
78650,0.408248804,0.405746028,0.400462848,0.393702822,0.396020555
79200,0.408287051,0.406015648,0.400463645,0.394540016,0.396015534
79750,0.40833805,0.406065136,0.400494431,0.394551866,0.396034992
80300,0.408431106,0.411284124,0.400493789,0.394667763,0.396057821
80850,0.408470473,0.411285187,0.401991555,0.394716352,0.396058013
81400,0.408470473,0.411740907,0.402292481,0.395190843,0.396118948
81950,0.408473704,0.411730431,0.402326012,0.395983557,0.396118949
82500,0.408473722,0.411732053,0.402328659,0.396121967,0.396148844
83050,0.408473792,0.411904698,0.402333715,0.396684713,0.396152855
83600,0.410196723,0.411925447,0.4031354,0.396684713,0.396688029
84150,0.41022883,0.411973638,0.403461693,0.396952583,0.396844179
84700,0.41023499,0.411974256,0.403490396,0.396955329,0.396855415
85250,0.410239185,0.411974256,0.403522283,0.398551799,0.396855415
85800,0.410239185,0.411974256,0.403700885,0.399435875,0.396855415
86350,0.410321235,0.412010833,0.403713096,0.399455638,0.39685544
86900,0.410322458,0.412014836,0.403990539,0.399572176,0.396856757
87450,0.410338824,0.411986303,0.404093363,0.402979609,0.396856757
88000,0.410345257,0.412192623,0.40409402,0.404498976,0.396872485
88550,0.410769463,0.412226034,0.404143719,0.404498976,0.396909616
89100,0.410794164,0.412295156,0.404143719,0.404499014,0.396926479
89650,0.410917634,0.412300566,0.404251021,0.404640274,0.396926693
90200,0.410915868,0.412308092,0.404844773,0.404640525,0.396949677
90750,0.410921417,0.412562033,0.404880057,0.404640525,0.397083765
91300,0.411020972,0.412578447,0.404881723,0.40465622,0.397289252
91850,0.411081631,0.412580066,0.404893153,0.404723907,0.397539998
92400,0.412774095,0.414910865,0.404893153,0.404774235,0.397574367
92950,0.413813849,0.414910865,0.405054052,0.404855042,0.397579651
93500,0.413813849,0.414912563,0.40505446,0.405984935,0.39788112
94050,0.413840316,0.414954755,0.407652401,0.405835437,0.404893153
94600,0.413848881,0.415095394,0.408808743,0.406114294,0.405054052
95150,0.413857705,0.41515089,0.408808743,0.40639315,0.40505446
95700,0.413909641,0.415161381,0.411076773,0.406672007,0.407652401
96250,0.413991364,0.415161381,0.411115611,0.406950863,0.408808743
96800,0.413763626,0.415339274,0.411115611,0.40722972,0.408808743
97350,0.414463577,0.415417336,0.411139201,0.41515089,0.411076773
97900,0.414463941,0.415429169,0.411139201,0.415161381,0.411115611
98450,0.414471709,0.415460774,0.411269817,0.415161381,0.411115611
99000,0.414561067,0.415460774,0.415429169,0.415339274,0.411139201
99550,0.414574003,0.415476608,0.415460774,0.415417336,0.411139201
100100,0.41551627,0.415476589,0.415460774,0.415417336,0.411269817
