3468.768771,26.15707048,0.984347826,0.8056
3667.742452,383.0398769,0.991521739,0.62779726
3641.482951,288.0324564,0.991304348,0.685693151
3752.572306,381.6599361,0.97,0.637643836
3765.23662,413.3976037,0.986086957,0.62529863
3720.987619,543.9684548,0.991086957,0.605156164
3505.493909,43.70599371,0.980434783,0.797660274
3608.029728,228.6917871,0.982608696,0.70940274
3558.224531,118.4182812,0.980869565,0.764383562
3502.401637,112.4735437,0.993478261,0.757063014
3499.800547,50.63315776,0.990652174,0.794213699
3501.164206,51.37837335,0.971956522,0.801934247
3712.575285,349.7591438,0.984130435,0.650273973
3558.028811,142.8359317,0.991086957,0.747347945
3431.004421,21.31337705,0.991521739,0.803293151
3650.194299,294.9642819,0.98173913,0.664564384
